"latitude","longitude","name","country","refcode"
41.54,-86,"Cassopolis","US","CZI"
36.41,-93.52,"Cassville","US","XSS"
42.37,-78.03,"Castile","US","OMW"
29.31,-98.3,"Castle Hills","US","C4H"
56.65,-177.68,"Castle Island","US","XSD"
33.23,-118.25,"Catalina Island","US","CKI"
41.4,-70.37,"Cataumet","US","UMO"
33.47,-116.28,"Cathedral City","US","YCD"
43.1,-76.34,"Cato","US","QAC"
37.08,-85.58,"Cave City","US","CCS"
35.26,-120.53,"Cayucos","US","YU5"
42.56,-75.51,"Cazenovia","US","ZCZ"
41.23,-96.36,"Cedar Bluffs","US","C3B"
36.1,-79.1,"Cedar Grove","US","YCG"
39.13,-81.3,"Cedar Grove","US","XZA"
43.24,-84.58,"Cedar Lake","US","CDU"
45.24,-87.21,"Cedar River","US","DIV"
28.39,-82,"Center Hill","US","ZRH"
40.32,-75.24,"Center Valley","US","CWQ"
40.18,-82.42,"Centerburg","US","CBS"
39.48,-84.59,"Centerville","US","L99"
45.09,-93.03,"Centerville","US","CWF"
40.55,-111.52,"Centerville","US","ETI"
42.23,-122.55,"Central Point","US","YCP"
39.13,-92.08,"Centralia","US","ZCT"
40.5,-77.41,"Centre Hall","US","VVZ"
38.23,-82.33,"Ceredo","US","W6T"
39.53,-88.44,"Cerro Gordo","US","CGJ"
45.11,-93.23,"Champlin","US","NMH"
38.58,-97.01,"Chapman","US","9CP"
41.09,-73.45,"Chappaqua","US","P3N"
40.08,-79.54,"Charleroi","US","ZOI"
32.51,-79.58,"Charleston Heights","US","ZGT"
40.45,-88.17,"Chatsworth","US","TS4"
42.12,-79.28,"Chautauqua","US","QCQ"
42.1,-75.52,"Chenango Bridge","US","DGE"
34.45,-87.58,"Cherokee","US","CKG"
44.36,-67.55,"Cherryfield","US","CFF"
39.31,-75.48,"Chesapeake City","US","CC8"
38.57,-82.07,"Cheshire","US","KQC"
40.37,-80.34,"Chester","US","CR5"
42.53,-72.28,"Chesterfield","US","CFG"
45.19,-91.39,"Chetek","US","XTK"
38.58,-77.05,"Chevy Chase","US","QCC"
38.49,-102.21,"Cheyenne Wells","US","ZYN"
30.46,-88.04,"Chickasaw","US","CGW"
33.17,-86.21,"Childersburg","US","ZCG"
36,-105.56,"Chimayo","US","CI6"
46.16,-123.56,"Chinook","US","CJC"
29.34,-98.14,"Cibolo","US","ZCB"
45.09,-93.09,"Circle Pines","US","ZLP"
40.5,-73.47,"City Island","US","IS3"
46.28,-111.59,"Clancy","US","ZCY"
44.57,-95.22,"Clara City","US","ZCC"
42.01,-88.5,"Clare","US","QAI"
34.41,-91.18,"Clarendon","US","RNN"
41.47,-79.06,"Clarendon Heights","US","ZDC"
34.37,-83.32,"Clarkesville","US","CWW"
46.06,-123.12,"Clatskanie","US","YCK"
42.32,-83.08,"Clawson","US","ZCS"
40.18,-78.27,"Claysburg","US","QCB"
34.52,-83.24,"Clayton","US","CN3"
39.02,-122.4,"Clearlake Oaks","US","RXO"
39.55,-78.23,"Clearville","US","2PA"
45.25,-94.03,"Clearwater","US","EWG"
38.29,-81.2,"Clendenin","US","IUH"
43,-91.39,"Clermont","US","ERN"
38.41,-94.36,"Cleveland","US","CWX"
41.4,-75.33,"Clifford Township","US","2TO"
35.23,-87.59,"Clifton","US","IFT"
39.22,-106.1,"Climax","US","JMX"
32.25,-83.38,"Clinchfield","US","ZQC"
30.51,-91,"Clinton","US","C4N"
38.22,-93.47,"Clinton","US","CBT"
42.33,-88.52,"Clinton","US","CWZ"
35.07,-81.14,"Clover","US","CXV"
44.02,-87.42,"Clover","US","XVR"
38.48,-123.01,"Cloverdale","US","CYI"
29.01,-95.24,"Clute","US","CU2"
40.04,-79.54,"Coal Center","US","QCN"
41.25,-90.27,"Coal Valley","US","ZCV"
36.01,-84.25,"Coalfield","US","ZQZ"
37.3,-76.23,"Cobbs Creek","US","CK2"
32.06,-109.55,"Cochise","US","C55"
41.31,-80.03,"Cochranton","US","COJ"
32.44,-96.53,"Cockrell Hill","US","CK9"
25.43,-80.15,"Coconut Grove","US","NVV"
42.04,-110.16,"Cokeville","US","YWW"
40.52,-73.27,"Cold Spring Harbor","US","HQ2"
32.42,-89.12,"Coldwater","US","QIM"
42.38,-91.12,"Colesburg","US","CU6"
36.06,-80,"Colfax","US","OFX"
37.54,-121.08,"Collegeville","US","L55"
40.56,-75.06,"Columbia","US","YNJ"
48.22,-114.1,"Columbia Falls","US","YCU"
34.12,-83.27,"Commerce","US","ZEC"
42.34,-83.29,"Commerce Township","US","OMM"
32.08,-84.22,"Concord","US","JQQ"
31,-83.52,"Coolidge","US","GCL"
36.54,-95.56,"Copan","US","OPB"
34.43,-111.55,"Cornville","US","C35"
36.23,-75.5,"Corolla","US","ZZC"
32.41,-117.1,"Coronado","US","CD4"
36.59,-121.48,"Corralitos","US","TO3"
38.58,-85.57,"Cortland","US","CJ8"
42.41,-82.32,"Cottrellville","US","2TT"
38.4,-96.3,"Council Grove","US","UGE"
38.22,-76.23,"Cove Point","US","CP6"
46.4,-120.42,"Cowiche","US","YHE"
42.21,-73.48,"Coxsackie, Greene","US","CS6"
40.51,-99.59,"Cozad","US","QCZ"
35.14,-81.04,"Cramerton","US","ZRC"
36.07,-78.41,"Creedmoor","US","ZCE"
40.4,-79.11,"Creekside","US","QAP"
35.31,-120.31,"Creston","US","C8T"
38.09,-78.51,"Crimora","US","C74"
41.36,-72.39,"Cromwell","US","ZCW"
41.12,-73.53,"Croton-on-Hudson","US","THU"
40.44,-74.03,"Croxton","US","V7X"
36.58,-82.59,"Cumberland","US","HXD"
36.23,-87.37,"Cumberland City","US","UDC"
39.13,-76.35,"Curtis Bay, Baltimore","US","USB"
38.32,-75.14,"Dagsboro","US","D5W"
44.16,-88.4,"Dale","US","YDE"
41.41,-93.57,"Dallas Center","US","DC6"
35.22,-92.24,"Damascus","US","AR5"
43.15,-89.3,"Dane","US","DNE"
30.36,-87.54,"Daphne","US","DHA"
42.36,-88.42,"Darien","US","DDR"
40.22,-76.55,"Dauphin","US","DA8"
39.07,-84.28,"Dayton","US","DY2"
30.43,-86.06,"De Funiak Springs","US","DU5"
44.27,-88.03,"De Pere","US","DRW"
45.59,-83.54,"De Tour Village","US","DT4"
40.23,-96.55,"De Witt","US","DWX"
36.14,-81.3,"Deep Gap","US","E5P"
38.31,-122.28,"Deer Park","US","DP5"
42.09,-88.05,"Deer Park","US","FJY"
46.28,-93.53,"Deerwood","US","DWD"
41.55,-88.45,"DeKalb","US","DCB"
37.41,-106.21,"Del Norte","US","DN2"
39.34,-75.35,"Delaware City","US","DCI"
42.29,-78.29,"Delevan","US","DVA"
42.17,-74.56,"Delhi","US","YDP"
40.24,-79.34,"Delmont","US","DVQ"
33.26,-85.41,"Delta","US","AL5"
41.19,-89.18,"Depue","US","DE5"
30.27,-93.25,"DeQuincy","US","QDQ"
40.08,-97.43,"Deshler","US","DSR"
41.12,-83.53,"Deshler","US","DSH"
34.01,-88.1,"Detroit","US","7AL"
42.33,-71.34,"Devenscrest","US","QDV"
41.46,-110.32,"Diamondville","US","DM4"
36.04,-87.23,"Dickson","US","ZKN"
38.51,-76.53,"District Heights","US","JHO"
43.06,-74.46,"Dolgeville","US","QDY"
37.28,-108.3,"Dolores","US","ZDE"
31.02,-84.52,"Donalsonville","US","DSL"
36.37,-90.49,"Doniphan","US","DPH"
42.17,-71.04,"Dorchester","US","DZM"
42.38,-86.12,"Douglas, Allegan","US","DOG"
38.26,-120.51,"Drytown","US","DR3"
38.21,-79.52,"Dunmore","US","DU3"
29.02,-82.27,"Dunnellon","US","DFU"
38.3,-90.12,"Dupo","US","DUP"
40.22,-79.51,"Duquesne","US","ZDQ"
38.36,-90.59,"Dutzow","US","ZDZ"
42.03,-70.4,"Duxbury","US","DUH"
35.18,-98.33,"Eakly","US","QEY"
35.11,-81.32,"Earl","US","ERE"
40.4,-87.24,"Earl Park","US","EPA"
37.16,-87.3,"Earlington","US","QEO"
42.28,-91.16,"Earlville","US","QEV"
42.53,-77.26,"East Bloomfield","US","ZTB"
42.29,-90.38,"East Dubuque","US","EQE"
40.49,-80.38,"East Fairfield","US","4HE"
41.34,-70.33,"East Falmouth","US","ZEF"
41.46,-70.57,"East Freetown","US","EFN"
40.26,-74.07,"East Keansburg","US","EKB"
41.39,-81.27,"East Lake","US","E2L"
42.58,-85.13,"East Leroy","US","XXY"
44.44,-67.23,"East Machias","US","EM7"
40.46,-74.12,"East Orange","US","EOG"
40.5,-80.32,"East Palestine","US","YEP"
37.45,-82.47,"East Point","US","EPY"
40.56,-73.06,"East Setauket","US","QET"
42.47,-88.24,"East Troy","US","TYY"
42.09,-71.12,"East Walpole","US","ZEP"
41.55,-72.33,"East Windsor","US","99W"
44.54,-66.59,"Eastport","US","EPM"
44.49,-68.41,"Eddington","US","E2D"
37.05,-88.04,"Eddyville","US","EDV"
44.42,-72.32,"Eden","US","EV6"
45.19,-94.32,"Eden Valley","US","ZVY"
41.23,-70.31,"Edgartown","US","ETW"
39.14,-76.27,"Edgemere","US","GME"
41.52,-80.07,"Edinboro","US","QEB"
39.2,-101.32,"Edson","US","ZYL"
29.11,-96.16,"El Campo","US","ECP"
38.4,-121.04,"El Dorado Hills","US","EHI"
39.13,-104.32,"Elbert","US","EB4"
38.32,-81.56,"Eleanor","US","ILW"
21.55,-159.35,"Eleele","US","KHW"
37.18,-85.17,"Elk Horn","US","E3K"
45.18,-93.34,"Elk River","US","ER2"
34.55,-86.58,"Elkmont","US","ZEM"
36.48,-87.09,"Elkton","US","EKT"
44.14,-96.29,"Elkton","US","EKZ"
32.07,-81.29,"Ellabell","US","EBZ"
32.14,-84.18,"Ellaville","US","ZEV"
35.19,-81.45,"Ellenboro","US","YEB"
33.36,-84.17,"Ellenwood","US","ZEW"
39.14,-86.37,"Ellettsville","US","ZEN"
41.54,-72.28,"Ellington","US","ZET"
40.51,-80.15,"Ellport","US","EQZ"
34.25,-119.53,"Ellwood","US","EL3"
39.35,-75.1,"Elmer","US","EL4"
40.42,-73.42,"Elmont","US","QDM"
32.45,-111.33,"Eloy","US","EOY"
43.44,-90.16,"Elroy","US","ERY"
43.36,-97.37,"Emery","US","EMY"
39.17,-120.4,"Emigrant Gap","US","EM4"
43.07,-94.41,"Emmetsburg","US","EMG"
32.52,-95.45,"Emory","US","YEM"
29.23,-89.36,"Empire","US","EPE"
39.46,-75,"Erial","US","QRL"
40.03,-105.03,"Erie","US","XEH"
42.06,-77.08,"Erwins","US","QEW"
26.26,-81.49,"Estero","US","ESG"
36.01,-101.59,"Etter","US","ETT"
33.06,-91.15,"Eudora","US","EUD"
39.15,-84.25,"Evendale","US","EV7"
40.16,-74.48,"Ewing","US","QEI"
39.2,-94.13,"Excelsior Springs","US","ZEO"
38.35,-120.39,"Fair Play","US","FPL"
38.38,-90.05,"Fairmont City","US","QFY"
41.01,-79.19,"Fairmont City","US","QFC"
41.33,-88.03,"Fairmont, Will","US","FMW"
34.26,-84.42,"Fairmount","US","FMU"
41.45,-81.16,"Fairport Harbor Village","US","FPT"
39.22,-75.13,"Fairton","US","NJF"
32.3,-97.48,"Fairview","US","TX3"
40.03,-95.36,"Falls City","US","FSY"
36.4,-88.31,"Farmington","US","FA3"
41.55,-77.14,"Farmington Hill","US","QFM"
34.16,-116.56,"Fawnskin","US","F2S"
27.46,-80.36,"Fellsmere","US","FEL"
38.44,-90.18,"Ferguson","US","ZGU"
30.4,-81.27,"Fernandina Beach","US","FEB"
31.37,-91.33,"Ferriday","US","QFI"
38.3,-120.45,"Fiddletown","US","FI3"
25.46,-80.08,"Fisher Island, Miami","US","ZFI"
41.32,-73.54,"Fishkill","US","FIK"
29.28,-81.07,"Flagler Beach","US","FBF"
30.05,-81.43,"Fleming Island","US","FI7"
46.56,-92.54,"Floodwood","US","FW2"
34.47,-87.4,"Florence","US","FNE"
38.23,-105.08,"Florence","US","FLZ"
25.27,-80.29,"Florida City","US","YFA"
40.22,-89.5,"Forest City","US","FCC"
43.49,-73.03,"Forest Dale","US","FSQ"
39.52,-121.4,"Forest Ranch","US","RA3"
38.28,-122.53,"Forestville","US","FO9"
33.02,-83.56,"Forsyth","US","ZYF"
42.56,-88.5,"Fort Atkinson","US","XFO"
41.27,-96.01,"Fort Calhoun","US","FTC"
30.35,-103.53,"Fort Davis","US","QFA"
40.05,-104.48,"Fort Lupton","US","QFU"
40.19,-74.02,"Fort Monmouth","US","FTM"
40.24,-84.46,"Fort Recovery","US","FVR"
44.54,-93.1,"Fort Snelling","US","TSN"
35.26,-78.25,"Four Oaks","US","FR6"
43.33,-88.54,"Fox Lake","US","YFX"
40.59,-86.52,"Francesville","US","FCV"
44.38,-86.14,"Frankfort","US","FNF"
38.38,-82.5,"Franklin Furnace","US","FAU"
40.07,-82.07,"Frazeysburg","US","YFZ"
40.18,-75.31,"Frederick","US","XZD"
40.4,-52.14,"Fredericksburg","US","FDE"
40.41,-80.15,"Freedom","US","FZZ"
48,-122.32,"Freeland","US","FNB"
30.29,-86.08,"Freeport","US","XAS"
40.31,-75.03,"Frenchtown","US","JWY"
43.59,-69.2,"Friendship","US","FSP"
38.19,-75.37,"Fruitland","US","ZFM"
41.25,-72.05,"Gales Ferry","US","GSF"
41.43,-77.38,"Galeton","US","ZGQ"
45.36,-111.13,"Gallatin Gateway","US","GG2"
35.19,-89.36,"Gallaway","US","AWY"
43.11,-73.39,"Gansevoort","US","GVR"
40.06,123.48,"Garberville","US","GBV"
44.3,-114.13,"Garden City","US","TXU"
38.51,-120.51,"Garden Valley","US","G44"
32.01,-102.22,"Gardendale","US","GT9"
41.4,-74.09,"Gardiner","US","NXR"
43.06,-93.36,"Garner","US","GNR"
35.42,-78.36,"Garner","US","GNC"
41.2,-85.08,"Garrett","US","QGT"
41.23,-73.56,"Garrison","US","GA7"
32.01,-94.22,"Gary","US","GT4"
41.26,-90.09,"Geneseo","US","ZGZ"
38.44,-85.03,"Ghent","US","GHE"
40.27,-88.22,"Gibson City","US","GBC"
36.27,-89.55,"Gideon","US","GID"
42.19,-72.12,"Gilbertville","US","GEZ"
45.29,-90.35,"Glen Flora","US","ZLO"
42.44,-123.25,"Glendale","US","OR8"
41.54,-88.04,"Glendale Heights","US","G2H"
38.58,-76.48,"Glenndale","US","YNN"
31.56,-81.55,"Glennville","US","YGL"
34.08,-85.1,"Glenwood","US","GKX"
46.08,-90.36,"Glidden","US","ZGE"
40.49,-97.13,"Goehner","US","N3E"
40.57,-117.29,"Golconda","US","GCA"
45.49,-120.49,"Goldendale","US","GLA"
31.26,-98.34,"Goldthwaite","US","QGX"
37.41,-77.53,"Goochland","US","VZZ"
29.59,-90.24,"Good Hope","US","GOP"
36.5,-87.01,"Gordonville","US","LLJ"
40.01,-76.08,"Gordonville","US","GVZ"
39.15,-78.19,"Gore","US","GVA"
41.24,-74.19,"Goshen","US","OEN"
39.21,-86.4,"Gosport","US","GP2"
41.12,-84.58,"Grabill","US","GZB"
42.55,-83.37,"Grand Blanc","US","QGB"
38.43,-90.07,"Granite City","US","GZI"
46.59,-123.57,"Grays Harbor City","US","GHC"
33.53,-83.57,"Grayson","US","YYG"
43.38,-75.53,"Greenboro","US","GEB"
41.06,-72.22,"Greenport","US","GP4"
41.19,-75.18,"Greentown","US","PA9"
39.55,-81.28,"Greenwood, Guernsey","US","GNS"
39.04,-121.53,"Grimes","US","QR5"
41.35,-71.55,"Griswold","US","G77"
35.07,-120.37,"Grover Beach","US","GVB"
29.56,-93.55,"Groves","US","YGS"
33.27,-82.09,"Grovetown","US","GTG"
44.34,-71.34,"Guildhall","US","GDJ"
40.47,-74,"Guttenberg","US","GUG"
35.19,-92.2,"Guy","US","G8Y"
39.39,-106.57,"Gypsum","US","GM2"
46.56,-94.31,"Hackensack","US","HS2"
39.54,-85.1,"Hagerstown","US","HWN"
20.55,-156.19,"Haiku","US","HXK"
21.35,-158.06,"Haleiwa","US","HA7"
36.08,-88.1,"Halls","US","HLJ"
41.58,-75.45,"Hallstead","US","HS6"
43.55,-112.12,"Hamer","US","HMR"
36.58,-76.21,"Hampton Roads Pt","US","HR3"
39.42,-78.11,"Hancock","US","H2N"
43.51,-82.39,"Harbor Beach","US","HB4"
45.26,-84.59,"Harbor Springs","US","HS3"
43.46,-96.11,"Hardwick","US","5MN"
43.26,-95.25,"Harris","US","H9R"
44.16,-123.1,"Harrisburg","US","HB3"
38.51,-76.37,"Harwood","US","ZHW"
41.58,-87.48,"Harwood Heights","US","HHT"
40.51,-74.04,"Hasbrouck Heights","US","ZHU"
42.38,-85.17,"Hastings","US","HG2"
47.38,-97.27,"Hatton","US","QHA"
34.53,-76.55,"Havelock","US","HL5"
37.54,-86.45,"Hawesville","US","HZZ"
28.45,-81.52,"Hawthorne","US","XVB"
40.1,-97.36,"Hebron","US","YHR"
42.3,-76.52,"Hector","US","HR4"
34.42,-83.43,"Helen","US","ZEH"
44.31,-93.54,"Henderson","US","H99"
38.16,-90.23,"Herculaneum","US","HM4"
38.01,-122.17,"Hercules","US","HXU"
38.42,-91.26,"Hermann","US","RMA"
40.39,-73.41,"Hewlett","US","HWX"
42.33,-113.45,"Heyburn","US","YHB"
36.34,-89.11,"Hickman","US","HM3"
33.07,-97.02,"Hickory Creek","US","HCO"
38.27,-90.32,"High Ridge","US","HRQ"
47.15,-109.21,"Hilger","US","HR5"
41.07,-111.59,"Hill Air Force Base","US","HIF"
37.24,-120.5,"Hilmar","US","ZHM"
41,-74.06,"Ho-Ho-Kus","US","HHK"
38.31,-98.46,"Hoisington","US","ZHT"
36.37,-93.12,"Hollister","US","HRM"
40.12,-78.55,"Hollsopple","US","ZPP"
41.31,-73.38,"Holmes","US","YHM"
42.38,-76.1,"Homer","US","HOR"
47.24,-123.08,"Hoodsport","US","9WA"
36.51,-101.12,"Hooker","US","QHE"
43.06,-71.28,"Hooksett","US","KSH"
41.09,-112.07,"Hooper","US","HO7"
42.2,-91.14,"Hopkinton","US","QHK"
38.24,-90.34,"House Springs","US","HU8"
40.38,-74.11,"Howland Hook","US","H4H"
47.31,-92.07,"Hoyt Lakes","US","YKL"
39.5,-84.07,"Huber Heights","US","QHT"
28.21,-82.42,"Hudson","US","HSF"
41.31,-85.04,"Hudson","US","H8N"
33.05,-79.48,"Huger","US","QHG"
41.17,-76.43,"Hughesville","US","HV2"
41.25,-74.38,"Huguenot","US","HGU"
29.24,-96.05,"Hungerford","US","HXF"
42.28,-83.1,"Huntington Woods","US","HGW"
37.43,-93.21,"Huron","US","HN9"
33.53,-94.49,"Idabel","US","QIL"
39.15,-119.59,"Incline Village","US","IVG"
28.05,-80.34,"Indialantic","US","YIL"
39.47,-74.44,"Indian Mills","US","TGB"
42.1,-73.2,"Indian Orchard","US","IO2"
28.34,-80.48,"Indian River City","US","IR2"
27.52,-97.12,"Ingleside","US","YIG"
42.47,-112.15,"Inkom","US","ZIK"
38.06,-122.51,"Inverness","US","QIS"
37.41,-83.58,"Irvine","US","IVK"
46,-68.16,"Island Falls","US","IFL"
46.08,-93.29,"Isle","US","IVA"
34.48,-88.11,"Iuka","US","IUK"
36.19,-84.11,"Jacksboro","US","JQK"
37.33,-83.22,"Jackson","US","JS3"
42.18,-122.57,"Jacksonville","US","J3C"
59.27,-151.31,"Jakolof Bay","US","JKF"
37.42,-76.41,"Jamaica","US","JA2"
40.21,-74.26,"Jamesburg","US","JMB"
40.57,-72.35,"Jamesport","US","JPY"
44.3,-70.13,"Jay","US","JAY"
40.17,-79.55,"Jefferson Hills","US","JE2"
37.58,-83.5,"Jeffersonville","US","ZJ9"
36.01,-95.58,"Jenks","US","JUK"
40.02,-74.41,"Jobstown","US","QJB"
28.4,-80.42,"John F Kennedy Space Center/Cape Canaveral","US","KDC"
42.23,-88.15,"Johnsburg","US","JBG"
36.08,-94.1,"Johnson","US","JOA"
44.31,-67.37,"Jonesport","US","JON"
35.16,-91.38,"Judsonia","US","JSA"
56.52,-153.47,"Kaguyak","US","KAG"
21.4,-157.57,"Kahuku","US","KL9"
21.24,-157.44,"Kailua","US","KA7"
43.39,-83.56,"Kawkawlin","US","KW7"
41.02,-111.56,"Kaysville","US","KAY"
42.36,-83.2,"Keego Harbor","US","KHB"
42.57,-78.52,"Kenmore","US","KMR"
37.54,-122.16,"Kensington","US","C3A"
38.24,-122.32,"Kenwood","US","KE7"
35.1,-94.55,"Keota","US","KTZ"
41.27,-92.14,"Keswick","US","QKK"
43.4,-114.21,"Ketchum","US","QKM"
44.27,-87.3,"Kewaunee","US","KWU"
47.42,-122.37,"Keyport","US","KYP"
39.38,-77.15,"Keysville","US","ZYK"
20.47,-156.27,"Kihei","US","KIH"
36.38,-93.25,"Kimberling City","US","QKC"
37.41,-77,"King William","US","KWM"
39.21,-84.15,"Kings Mills","US","KGM"
38.35,-90.24,"Kirkwood","US","XKW"
51.58,177.34,"Kiska Harbour","US","KAB"
51.57,177.33,"Kiska Island","US","KIS"
43.05,-70.44,"Kittery","US","KXK"
36.04,-75.42,"Kitty Hawk","US","KTT"
38.46,-93.33,"Knob Noster","US","K99"
34.58,-96.45,"Konawa","US","KW2"
40.5,-80.19,"Koppel","US","KPP"
51.52,-176.34,"Kuluk Bay","US","KUB"
40.03,-91.3,"La Grange","US","LGK"
34.15,-117.38,"Ladera Ranch","US","XXL"
45.27,-91.06,"Ladysmith","US","ZYT"
45.14,-123.06,"Lafayette","US","YFQ"
33.02,-85.01,"LaGrange","US","L9G"
38,-122.42,"Lagunitas","US","L5A"
34.15,-117.11,"Lake Arrowhead","US","LA2"
33.4,-117.2,"Lake Elsinore","US","LE3"
27.53,-81.45,"Lake Garfield","US","ZLG"
43.26,-73.43,"Lake George","US","LG2"
41.41,-74.59,"Lake Huntington","US","LU7"
42.47,-83.14,"Lake Orion","US","LRP"
26.48,-80.04,"Lake Park","US","LPQ"
32.48,-91.1,"Lake Providence","US","YLP"
38.47,-90.47,"Lake Saint Louis","US","6ER"
34.19,-78.3,"Lake Waccamaw","US","WCW"
40.53,-122.23,"Lakeshore","US","LS4"
48.51,-96.49,"Lancaster","US","LZC"
40.54,-74.39,"Landing","US","LZV"
38.14,-85.59,"Lanesville","US","L54"
32.51,-85.11,"Lanett","US","YLT"
38.33,-75.34,"Laurel","US","URE"
40.23,-75.55,"Laureldale","US","QLR"
39.28,-82.44,"Laurelville","US","QLH"
40.27,-74.14,"Laurence Harbor","US","5BL"
40.37,-73.43,"Lawrence","US","LWE"
39.41,-123.28,"Laytonville","US","AY5"
44.27,-93.54,"Le Sueur","US","LUU"
29.3,-95.05,"League City","US","ZLT"
34.5,-118.51,"Lebec","US","YLB"
37.28,-86.17,"Leitchfield","US","LCF"
34.15,-78.02,"Leland","US","LLC"
38.32,-90.16,"Lemay","US","LMY"
55.07,-162.25,"Lenard Harbour","US","LH7"
40.51,-73.59,"Leonia","US","QLO"
40.11,-83,"Lewis Center","US","LEQ"
37.56,-86.54,"Lewisport","US","LWD"
39.01,-92.29,"Lexington","US","QDU"
39.14,-94.25,"Liberty","US","LIB"
26.16,-80.05,"Lighthouse Point","US","L2P"
44.58,-124.01,"Lincoln City","US","YOC"
46.58,-118.36,"Lind","US","YLD"
40.42,-73.55,"Linden Hill","US","DD6"
38.02,-92.42,"Linn Creek","US","QLF"
45.36,-122.47,"Linnton","US","LN5"
45.09,-93.08,"Lino Lakes","US","LLB"
44.17,-68.41,"Little Deer Isle","US","L2D"
42.01,-78.12,"Little Genesee","US","LTG"
39.15,-81.42,"Little Hocking","US","LHK"
33.52,-78.37,"Little River","US","LR3"
34.31,-117.58,"Littlerock","US","YLR"
34.3,-117.49,"Llano","US","LXQ"
40.23,-74.02,"Locust","US","XLT"
42.36,-76.49,"Lodi","US","LO7"
39.47,-75.21,"Logan Township","US","YLO"
28.5,-96.32,"Lolita","US","OIT"
40.18,-74,"Long Branch","US","LCJ"
39.29,-81.05,"Long Reach","US","LRC"
27.24,-82.39,"Longboat Key","US","L9K"
42.03,-72.35,"Longmeadow","US","ZLW"
28.53,-90.01,"Loop Terminal","US","LO9"
40.3,-78.37,"Loretto","US","QLT"
34.48,-106.43,"Los Lunas","US","LLU"
35.37,-119.41,"Lost Hills","US","TSO"
42.42,-73.45,"Loudonville","US","QYL"
28.53,-90.01,"Louisiana Offshore Oil Port (Loop)","US","LO8"
41.17,-98.58,"Loup City","US","LC2"
42.19,-89.03,"Loves Park","US","QLI"
39.16,-77.38,"Lovettsville","US","VTT"
46.03,-118.35,"Lowden","US","7SD"
36.15,-94.07,"Lowell","US","LWY"
44.51,-66.59,"Lubec","US","LB2"
34.23,-83.39,"Lula","US","YLU"
44.25,-84.01,"Lupton","US","LP2"
28.09,-82.27,"Lutz","US","LTZ"
34.24,-85.24,"Lyerly","US","LYR"
45.41,-121.17,"Lyle","US","3WA"
35.55,-87.2,"Lyles","US","QLY"
30.14,-85.39,"Lynn Haven","US","LYM"
42.32,-71.02,"Lynnfield","US","7YT"
36.56,-76.06,"Lynnhaven Roads","US","YVO"
37.46,-81.12,"Mabscott","US","3SD"
46.12,-119.59,"Mabton","US","ZAN"
42.2,-89.03,"Machesney Park","US","MP5"
47.38,-122.16,"Madison Park","US","YMD"
30.24,-90.1,"Madisonville","US","INV"
47.21,-120.11,"Malaga","US","MG5"
47.48,-122.06,"Maltby","US","AQJ"
40.07,-74.02,"Manasquan","US","ZMQ"
47.33,-122.32,"Manchester","US","MCR"
40.48,-73.42,"Manhasset","US","MH8"
43.02,-74.47,"Manheim Center","US","ZMY"
43.43,-76.04,"Mannsville","US","NSV"
39.47,-75.1,"Mantua","US","QMU"
43.07,-89.22,"Maple Bluff","US","ZPU"
43.55,-93.57,"Mapleton","US","XUY"
42.3,-70.51,"Marblehead","US","MH2"
39.49,-75.25,"Marcus Hook","US","MAH"
43.1,-75.17,"Marcy","US","ZAY"
39.58,-85.36,"Markleville","US","QMK"
43.02,-85.49,"Marne","US","QMM"
41.19,-88.42,"Marseilles","US","MR2"
35.47,-82.41,"Marshall","US","NMA"
40.24,-74.13,"Matawan","US","TAW"
38.01,-86.12,"Mauckport","US","MP2"
42.15,-79.3,"Mayville","US","AY7"
47.03,-123.15,"McCleary","US","QMW"
36.06,-87.37,"McEwen","US","ZWM"
43.01,-89.18,"McFarland","US","MF6"
40.27,-80.03,"McKees Rocks","US","MKJ"
36.06,-79.39,"McLeansville","US","QMC"
43.37,-85.13,"Mecosta","US","UMQ"
42.16,-83.1,"Melvindale","US","MGF"
42.59,-77.3,"Mendon","US","M8N"
41.21,-70.46,"Menemsha","US","MN5"
34.34,-85.35,"Mentone","US","MT6"
32.46,-91.47,"Mer Rouge","US","ZXE"
29.55,-89.56,"Meraux","US","MXP"
43.4,-71.3,"Meredith","US","MD5"
39.5,-90.34,"Meredosia","US","OIS"
44.39,-70.32,"Mexico","US","XXX"
25.47,-80.08,"Miami Beach","US","IYH"
25.58,-80.12,"Miami Gardens","US","ZMG"
25.51,-80.11,"Miami Shores","US","M4I"
39.38,-84.17,"Miamisburg","US","IAM"
40.53,-72.56,"Middle Island","US","ZIX"
39.26,-77.32,"Middletown","US","M44"
34.43,-77.2,"Midway Park","US","M2P"
34.14,-96.32,"Milburn","US","M2B"
39.1,-84.17,"Milford","US","MRQ"
47.51,-122.12,"Mill Creek","US","MKW"
30.28,-96.12,"Millican","US","T9X"
33.33,-88.04,"Millport","US","IPR"
38.53,-81.52,"Millwood","US","MW4"
44.38,-73.07,"Milton","US","MT5"
28.4,-80.51,"Mims","US","MS6"
40.17,-75.59,"Mohnton","US","ZOH"
33.01,-84.3,"Molena","US","M47"
44.5,-123.13,"Monmouth","US","OO9"
40.19,-73.58,"Monmouth Beach","US","M9O"
44.15,-72.03,"Monroe","US","M4X"
36.36,-121.54,"Monterey","US","MY3"
